EnsemblID,gene_name,Chr,Biotype,ChrCat,logFC_UCLA,CI.L_UCLA,CI.R_UCLA,AveExpr_UCLA_AllSamples,AveExpr_UCLA_Males,AveExpr_UCLA_Females,t_UCLA,P.Value_UCLA,adj.P.Val_UCLA,B_UCLA,SE_UCLA,SE2_UCLA,absLogFC_UCLA,power_alpha0.05_UCLA,power_alpha0.1_UCLA,logFC_BV,CI.L_BV,CI.R_BV,AveExpr_BV_AllSamples,AveExpr_BV_Males,AveExpr_BV_Females,t_BV,P.Value_BV,adj.P.Val_BV,B_BV,SE_BV,SE2_BV,absLogFC_BV,power_alpha0.05_BV,power_alpha0.1_BV,invNorm_adjPval,invNorm_testStats,invNorm_rawPval
ENSG00000136059,VILL,chr3,protein_coding,Auto,0.021362382,-0.011934288,0.054659052,4.311034336,4.068642932,4.047280549,1.266531724,0.207064475,0.94030694,-8.152042408,0.016988097,0.000288595,0.021362382,0.242412913,0.3525443,0.02345897,-0.064667765,0.111585704,3.797143747,4.538255674,4.467479133,0.531271313,0.596977357,0.977030856,-8.163760086,0.04496262,0.002021637,0.02345897,0.081970415,0.146563482,0.925679102,0.535471956,0.296161772
ENSG00000136068,FLNB,chr3,protein_coding,Auto,0.022530073,-0.024505512,0.069565657,6.467574784,6.746648868,6.724118794,0.945590822,0.345706436,0.965801797,-8.885744619,0.023997747,0.000575892,0.022530073,0.155791567,0.245859655,0.085136646,-0.010573081,0.180846373,6.247146791,6.569735957,6.491168619,1.775315613,0.080360549,0.845367722,-7.109630414,0.048831493,0.002384515,0.085136646,0.416957023,0.54516135,0.878507975,1.119463391,0.13147125
ENSG00000136098,NEK3,chr13,protein_coding,Auto,0.0223013,-0.031947138,0.076549738,4.288406558,4.044009811,4.02170851,0.811540414,0.41819617,0.982329245,-8.611184075,0.027677774,0.000766059,0.0223013,0.12727964,0.208501124,0.006041322,-0.064328174,0.076410818,3.687815932,4.712089534,4.688158651,0.171341534,0.86446861,0.994129994,-8.275375058,0.035902804,0.001289011,0.006041322,0.053274856,0.104877686,0.985138127,-0.450861843,0.673955437
ENSG00000136099,PCDH8,chr13,protein_coding,Auto,0.044169928,-0.048820855,0.137160711,4.45247998,3.599599421,3.555429499,0.937678572,0.349746852,0.966437938,-8.553474592,0.047444277,0.002250959,0.044169928,0.153980263,0.243522876,-0.108446593,-0.305788614,0.088895427,3.777749145,1.085468108,1.195509435,-1.096759631,0.276649718,0.938934168,-7.725134571,0.100684704,0.01013741,0.108446593,0.19093756,0.291208703,0.916042363,0.653275338,0.256789394
ENSG00000136100,VPS36,chr13,protein_coding,Auto,-0.019690227,-0.040589424,0.001208969,6.425586415,6.433028165,6.452718394,-1.859894642,0.064637295,0.831680422,-7.608139772,0.010662855,0.000113696,0.019690227,0.456022684,0.582461827,0.005111871,-0.032232599,0.04245634,6.034846572,5.993004019,5.981683679,0.273192448,0.785540663,0.990775863,-8.629656443,0.019053301,0.000363028,0.005111871,0.058350107,0.112385859,0.911724086,0.805578006,0.210243106
ENSG00000136104,RNASEH2B,chr13,protein_coding,Auto,-0.015584084,-0.046501771,0.015333604,5.550261223,5.654338093,5.669922176,-0.995042143,0.321137402,0.964767231,-8.71849703,0.01577433,0.000248829,0.015584084,0.167474506,0.260818796,0.001179105,-0.076043634,0.078401844,5.565607924,5.064875673,5.096564958,0.030473497,0.97577949,0.999247825,-8.622139284,0.039399357,0.001552309,0.001179105,0.050103394,0.100154401,0.988606663,-0.730640959,0.767500756
ENSG00000136108,CKAP2,chr13,protein_coding,Auto,0.002890132,-0.036663079,0.042443343,5.732665237,6.299085471,6.296195339,0.144245786,0.885478142,0.991103788,-9.225576174,0.02018021,0.000407241,0.002890132,0.052359871,0.103499788,-0.04168254,-0.11931252,0.035947439,4.092337355,4.344762315,4.390126228,-1.071617552,0.287714162,0.944033253,-7.775206706,0.039607132,0.001568725,0.04168254,0.184391544,0.283022775,0.988511078,-0.676664134,0.750690461
ENSG00000136110,LECT1,chr13,protein_coding,Auto,0.217209489,0.009737571,0.424681407,1.191839773,0.872726464,0.655516981,2.066743949,0.04028241,0.781904992,-5.995180627,0.105853019,0.011204862,0.217209489,0.537886119,0.660527157,0.181316546,-0.177671825,0.540304917,0.263415953,-0.793923163,-0.703872035,1.008027012,0.3170468,0.945924575,-6.946603697,0.183157332,0.033546608,0.181316546,0.16852832,0.26294679,0.758678791,1.711050129,0.04353593
ENSG00000136111,TBC1D4,chr13,protein_coding,Auto,-0.004492088,-0.054402538,0.045418361,5.073568368,4.671978466,4.67647055,-0.177674057,0.859191601,0.990774079,-9.112295625,0.025464515,0.000648442,0.004492088,0.053583001,0.105308426,-0.064970181,-0.149191958,0.019251596,5.988644546,5.256781439,5.340734449,-1.539588972,0.128342639,0.899440648,-7.474076719,0.042970294,0.001846446,0.064970181,0.329390865,0.452713205,0.975108445,-0.248414212,0.598093031
ENSG00000136114,THSD1,chr13,protein_coding,Auto,0.014878618,-0.038632233,0.068389468,3.301131388,3.962337397,3.947458779,0.5488933,0.58380266,0.987780657,-8.518576897,0.027301454,0.000745369,0.014878618,0.084763935,0.150274456,0.001460278,-0.09819477,0.101115327,2.937394885,3.016509921,2.903150595,0.029244989,0.976755627,0.999247825,-8.102393049,0.050844413,0.002585154,0.001460278,0.050095228,0.100142207,0.995488008,-1.298601081,0.902959567
ENSG00000136122,BORA,chr13,protein_coding,Auto,-0.001778793,-0.056642677,0.053085092,2.325527437,2.972495964,2.974274757,-0.064003842,0.94904276,0.996359531,-8.411968624,0.027991778,0.00078354,0.001778793,0.050464083,0.100689329,-0.02525161,-0.14057125,0.09006803,1.603113073,1.130963755,1.241019002,-0.437019589,0.663494169,0.982170239,-7.665677828,0.058836551,0.00346174,0.02525161,0.071521103,0.131593611,0.996077762,-1.58832954,0.943894079
ENSG00000136141,LRCH1,chr13,protein_coding,Auto,-0.012863334,-0.043465506,0.017738837,6.849817962,6.620887854,6.633751189,-0.829790627,0.407826988,0.980596132,-9.019812959,0.015613353,0.000243777,0.012863334,0.130889122,0.213300555,-0.002245382,-0.076500034,0.072009271,7.766269072,7.892502642,7.875950625,-0.06035061,0.952054991,0.999083566,-8.657657128,0.037885027,0.001435275,0.002245382,0.050405576,0.100605506,0.988606663,-0.747550786,0.772634421
ENSG00000136143,SUCLA2,chr13,protein_coding,Auto,-0.008564531,-0.032584867,0.015455804,5.545636128,5.595854684,5.604419215,-0.703868858,0.482482493,0.983531926,-8.966644854,0.012255273,0.000150192,0.008564531,0.107728132,0.182126651,-0.026472268,-0.0749527,0.022008165,5.531090409,5.497107907,5.527174068,-1.089782362,0.279690105,0.939344707,-8.020431346,0.024734915,0.000611816,0.026472268,0.189104687,0.288922329,0.942578195,0.365800502,0.357256973
ENSG00000136144,RCBTB1,chr13,protein_coding,Auto,0.018424569,-0.038540666,0.075389804,5.653201797,5.426270921,5.407846351,0.638490804,0.524017979,0.983531926,-9.026984543,0.029063895,0.00084471,0.018424569,0.097302044,0.167788034,-0.014159049,-0.109855203,0.081537105,5.096982045,5.717061771,5.696411151,-0.295294059,0.768677034,0.989562689,-8.505665914,0.048824568,0.002383838,0.014159049,0.059763494,0.114465953,0.985577608,-0.464361003,0.678805438
ENSG00000136146,MED4,chr13,protein_coding,Auto,-0.011132503,-0.0415812,0.019316193,5.040996931,5.269041528,5.280174032,-0.721757542,0.471440321,0.983531926,-8.859010115,0.015535049,0.000241338,0.011132503,0.110770527,0.186273888,0.005244868,-0.04917174,0.059661476,5.079998833,4.893144108,4.838450883,0.192361514,0.848037463,0.994129994,-8.548484094,0.027763576,0.000770816,0.005244868,0.054129687,0.106146608,0.98579049,-0.521213729,0.698891054
ENSG00000136147,PHF11,chr13,protein_coding,Auto,0.012024085,-0.049112693,0.073160863,2.284046473,2.253459448,2.241435363,0.388254683,0.698315891,0.988868367,-8.305660276,0.031192234,0.000972955,0.012024085,0.067241768,0.125267921,-0.000421949,-0.134422258,0.13357836,1.222338275,1.057429239,1.150946675,-0.006284476,0.995004311,0.999410941,-7.66522011,0.068367505,0.004674116,0.000421949,0.050004398,0.100006569,0.997015863,-1.883129903,0.970158617
ENSG00000136152,COG3,chr13,protein_coding,Auto,0.009970413,-0.01432168,0.034262506,6.136232933,6.234038472,6.224068059,0.810243227,0.418939104,0.982329245,-8.969980965,0.012393925,0.000153609,0.009970413,0.127026356,0.208163547,-0.003536549,-0.04602198,0.038948881,5.995379691,5.802082111,5.835506338,-0.16613258,0.868549982,0.994129994,-8.649266968,0.02167624,0.000469859,0.003536549,0.05307837,0.104585772,0.985577608,-0.463126392,0.678363113
ENSG00000136153,LMO7,chr13,protein_coding,Auto,-0.008065322,-0.057199089,0.041068446,7.846173606,7.708758226,7.716823546,-0.324047612,0.746302422,0.989640717,-9.364629605,0.025068249,0.000628417,0.008065322,0.061976142,0.117623925,-0.047190501,-0.157281962,0.062900959,7.20883181,7.609507266,7.553426986,-0.85549223,0.395309767,0.964265332,-8.309627014,0.056169113,0.003154969,0.047190501,0.134608219,0.218807748,0.983384103,-0.397287201,0.654422158
ENSG00000136156,ITM2B,chr13,protein_coding,Auto,-0.018683408,-0.046322667,0.008955851,6.656726223,6.563328372,6.58201178,-1.33443342,0.183855861,0.935858129,-8.459049568,0.014101663,0.000198857,0.018683408,0.263839592,0.377562533,0.020353275,-0.041070024,0.081776574,6.200032015,6.01376983,5.987104253,0.661327035,0.510657125,0.970811021,-8.44799392,0.031338418,0.000982096,0.020353275,0.099935642,0.171786163,0.911828917,0.728430104,0.23317517
ENSG00000136158,SPRY2,chr13,protein_coding,Auto,0.013363501,-0.039264148,0.065991149,5.327046771,6.322343087,6.308979586,0.501272034,0.616831571,0.987780657,-9.050412957,0.026850841,0.000720968,0.013363501,0.078912596,0.141994971,-0.012290623,-0.157178988,0.132597743,4.479573899,6.211621629,6.106493113,-0.169299426,0.866068229,0.994129994,-8.448805233,0.073922635,0.005464556,0.012290623,0.053197095,0.10476217,0.989613522,-0.870774428,0.808061335
ENSG00000136159,NUDT15,chr13,protein_coding,Auto,-0.015160388,-0.061014013,0.030693236,3.183276257,3.32493908,3.340099467,-0.652685349,0.514845415,0.983531926,-8.430050954,0.023394706,0.000547312,0.015160388,0.099473535,0.170790826,0.014405072,-0.056970382,0.085780525,2.390071314,2.856164289,2.8214389,0.402792763,0.688375483,0.986354057,-7.859986599,0.036416048,0.001326129,0.014405072,0.068250799,0.126860605,0.977849293,-0.308042856,0.620975139
ENSG00000136160,EDNRB,chr13,protein_coding,Auto,0.027014991,-0.068891897,0.122921879,3.233631016,3.954814413,3.927799421,0.556060736,0.578904315,0.987780657,-8.508189715,0.048932086,0.002394349,0.027014991,0.085693166,0.151582947,-0.021185218,-0.194636016,0.152265579,2.509800986,3.80478728,3.776718808,-0.243765229,0.808153122,0.993521385,-7.988031841,0.088495305,0.007831419,0.021185218,0.056641507,0.109865043,0.988511078,-0.656092158,0.744117585
ENSG00000136161,RCBTB2,chr13,protein_coding,Auto,-0.02316928,-0.050814188,0.004475628,5.734428146,5.750679629,5.773848909,-1.654491728,0.099882483,0.894285998,-7.879958502,0.014104545,0.000198938,0.02316928,0.376587254,0.501698979,-0.001698282,-0.067329059,0.063932494,5.62811019,4.704173529,4.687721335,-0.051643717,0.958965341,0.999083566,-8.619798647,0.03348509,0.001121251,0.001698282,0.050296963,0.100443393,0.957731757,0.076784565,0.469397465
ENSG00000136167,LCP1,chr13,protein_coding,Auto,-0.056271048,-0.192443836,0.079901741,1.274501355,0.565719303,0.62199035,-0.815759,0.415785488,0.982329245,-7.791589489,0.069475912,0.004826902,0.056271048,0.128106348,0.209602235,-0.054395445,-0.324448938,0.215658049,1.117905911,-1.391219521,-1.257805778,-0.402001658,0.688954809,0.986354057,-7.533134378,0.137782395,0.018983988,0.054395445,0.068178481,0.126755676,0.966749506,-0.10268924,0.540895193
ENSG00000136169,SETDB2,chr13,protein_coding,Auto,-0.004840448,-0.033578984,0.023898089,4.92266133,4.915111752,4.919952199,-0.332497264,0.739925598,0.989640717,-9.040848083,0.014662518,0.000214989,0.004840448,0.06261332,0.118552218,0.011552672,-0.044049837,0.06715518,4.664123353,3.974807596,3.96720659,0.414670529,0.67970003,0.985857746,-8.410384415,0.028368627,0.000804779,0.011552672,0.069354383,0.128460402,0.989349408,-0.794392307,0.786516459
ENSG00000136193,SCRN1,chr7,protein_coding,Auto,-0.007632763,-0.032957022,0.017691496,8.49642325,8.28891823,8.296550992,-0.594993525,0.552643106,0.987750534,-9.265326283,0.01292054,0.00016694,0.007632763,0.090964059,0.158972917,-0.031622891,-0.092197685,0.028951902,7.471634903,7.539044793,7.57761967,-1.041896907,0.301182446,0.945311217,-8.125779425,0.030905507,0.00095515,0.031622891,0.176851895,0.273523633,0.955913396,0.184877971,0.426662375
ENSG00000136205,TNS3,chr7,protein_coding,Auto,0.003236097,-0.04637246,0.052844655,4.829074899,5.088290869,5.085054771,0.128775185,0.897688564,0.992727266,-9.067731547,0.025310489,0.000640621,0.003236097,0.051880274,0.102789623,-0.005699133,-0.127214252,0.115815986,4.411738659,3.300121773,3.467285697,-0.093603826,0.925701574,0.997129951,-8.445537128,0.06199751,0.003843691,0.005699133,0.050975976,0.101456401,0.997015863,-1.862488019,0.968732834
ENSG00000136213,CHST12,chr7,protein_coding,Auto,-0.01184496,-0.060033098,0.036343178,2.726296149,3.091287361,3.10313232,-0.485244545,0.628130911,0.987780657,-8.38689272,0.024585785,0.000604461,0.01184496,0.0770687,0.139371393,0.095091251,0.00855443,0.181628072,2.219974821,2.151127755,2.075340297,2.193081323,0.031756189,0.731443946,-5.560029368,0.044151439,0.00194935,0.095091251,0.579981463,0.700668012,0.911828917,0.777678034,0.218379422
ENSG00000136231,IGF2BP3,chr7,protein_coding,Auto,-0.016977087,-0.038209527,0.004255352,6.303329834,6.503714397,6.520691485,-1.578448762,0.116331261,0.904811283,-8.073111925,0.010832877,0.000117351,0.016977087,0.348300123,0.471661169,0.041740039,-0.015385201,0.09886528,6.496631789,6.308876771,6.243191318,1.45827666,0.149408705,0.908743945,-7.620718034,0.029145531,0.000849462,0.041740039,0.301021621,0.421265093,0.792166194,1.57168203,0.058012156
ENSG00000136237,RAPGEF5,chr7,protein_coding,Auto,-0.011573857,-0.067915338,0.044767623,5.941026454,5.868458301,5.88003216,-0.405524478,0.685604617,0.988868367,-9.185499775,0.028745653,0.000826313,0.011573857,0.068825577,0.127555055,0.017134795,-0.08668602,0.120955611,7.074378745,6.451932357,6.460019154,0.329389385,0.742882847,0.989562689,-8.626345031,0.052969804,0.0028058,0.017134795,0.062164764,0.117989307,0.988606663,-0.767244774,0.778532002
ENSG00000136238,RAC1,chr7,protein_coding,Auto,-0.002122598,-0.029212137,0.024966942,6.839280442,6.969242846,6.971365444,-0.154679672,0.87725831,0.990774079,-9.352124583,0.013821193,0.000191025,0.002122598,0.052714195,0.104024097,-0.005372837,-0.0755867,0.064841025,6.136650386,5.929810063,5.869415798,-0.152720012,0.879075365,0.994281511,-8.651213077,0.035823399,0.001283316,0.005372837,0.05260063,0.10387561,0.996077762,-1.619334477,0.947312342
ENSG00000136243,NUPL2,chr7,protein_coding,Auto,-0.009490639,-0.056498609,0.037517331,4.874594926,4.836000141,4.84549078,-0.398557672,0.690721922,0.988868367,-9.008021435,0.023983658,0.000575216,0.009490639,0.068178056,0.126620653,-0.03889872,-0.118992487,0.041195048,4.911896563,5.275531627,5.309947827,-0.969285455,0.33586836,0.946373772,-8.056507345,0.040864167,0.00166988,0.03889872,0.159358175,0.25118164,0.973985015,-0.171751237,0.568183448
ENSG00000136247,ZDHHC4,chr7,protein_coding,Auto,0.009770918,-0.023930004,0.04347184,4.628548153,4.863599922,4.853829003,0.572348818,0.567845783,0.987780657,-8.870731289,0.017194348,0.000295646,0.009770918,0.087852338,0.154616766,0.003354666,-0.059067041,0.065776372,3.931922558,3.013498679,3.045416371,0.107257755,0.914903136,0.997129951,-8.329564662,0.031847809,0.001014283,0.003354666,0.051281715,0.101912159,0.991349055,-0.915341397,0.819993783
ENSG00000136250,AOAH,chr7,protein_coding,Auto,-0.067347714,-0.16191064,0.027215213,1.604449992,0.416816958,0.484164675,-1.405947663,0.161574365,0.931487081,-7.213063339,0.048246391,0.002327714,0.067347714,0.287451945,0.404572219,0.03533016,-0.107528779,0.1781891,3.233185164,3.362733236,3.362864296,0.493575162,0.62321083,0.978054369,-8.093471852,0.072887214,0.005312546,0.03533016,0.077535201,0.140237501,0.916552287,0.638305598,0.261637384
ENSG00000136261,BZW2,chr7,protein_coding,Auto,-0.015753644,-0.041411002,0.009903714,6.838271461,7.112432282,7.128185927,-1.212094019,0.227167142,0.942360691,-8.629406229,0.013090489,0.000171361,0.015753644,0.225975279,0.333006671,0.018298502,-0.031330775,0.067927778,6.692613227,6.372185393,6.401180646,0.73585576,0.464371762,0.966354765,-8.412370891,0.02532106,0.000641156,0.018298502,0.11212163,0.188549484,0.916042363,0.668069186,0.252044715
ENSG00000136267,DGKB,chr7,protein_coding,Auto,-0.014771003,-0.103456155,0.073914149,2.086735979,2.616460008,2.631231009,-0.328795808,0.742716841,0.989640717,-8.26866325,0.045247526,0.002047339,0.014771003,0.062332125,0.118142664,0.021380645,-0.172660963,0.215422253,4.745502528,2.558631393,2.738099428,0.219908009,0.826607503,0.994129994,-8.495356391,0.09900082,0.009801162,0.021380645,0.05540123,0.108030851,0.994028858,-1.069086541,0.857484662
ENSG00000136270,TBRG4,chr7,protein_coding,Auto,-0.000338776,-0.03265075,0.031973199,4.972216704,4.938616562,4.938955338,-0.020697416,0.983511431,0.998050147,-9.111759743,0.016485701,0.000271778,0.000338776,0.050048518,0.100072092,0.000132364,-0.066036398,0.066301125,4.621277575,4.793398331,4.743351096,0.00399237,0.996826351,0.999579488,-8.474320728,0.033759572,0.001139709,0.000132364,0.050001775,0.10000265,0.999940742,-3.300823424,0.999517992
ENSG00000136271,DDX56,chr7,protein_coding,Auto,-0.001763411,-0.028848468,0.025321647,5.635334751,5.945001751,5.946765161,-0.128525986,0.897885457,0.992727266,-9.22355564,0.013818907,0.000190962,0.001763411,0.051872993,0.102778838,0.007698146,-0.049736122,0.065132414,4.724424296,4.308317626,4.31943352,0.267503918,0.7898981,0.991460075,-8.463269656,0.029303198,0.000858677,0.007698146,0.058004337,0.111876275,0.996077762,-1.502989408,0.933579112
ENSG00000136273,HUS1,chr7,protein_coding,Auto,0.004949906,-0.026664268,0.036564079,4.598924409,4.535644519,4.530694613,0.309088105,0.757634981,0.989640717,-8.969287805,0.01612968,0.000260167,0.004949906,0.060889297,0.116038384,0.035467636,-0.042150352,0.113085623,4.900251871,5.145030081,5.081516414,0.911979283,0.365030133,0.954676197,-8.117962976,0.039601014,0.00156824,0.035467636,0.14648544,0.234459681,0.982159829,-0.381949161,0.648750463
ENSG00000136274,NACAD,chr7,protein_coding,Auto,0.005685984,-0.042958827,0.054330795,5.00094369,5.755637437,5.749951451,0.230747133,0.817790173,0.989640717,-9.074496458,0.024818781,0.000615972,0.005685984,0.056052081,0.108948533,-0.015292525,-0.112403564,0.081818515,4.496380483,4.666267521,4.66706642,-0.314286484,0.754274261,0.989562689,-8.411139762,0.049546449,0.002454851,0.015292525,0.061067973,0.116381647,0.994028858,-1.137026158,0.872236325
ENSG00000136279,DBNL,chr7,protein_coding,Auto,-0.016779397,-0.039575897,0.006017103,6.623492418,6.765945662,6.782725058,-1.453032636,0.148067768,0.928246685,-8.294789608,0.011630868,0.000135277,0.016779397,0.303544988,0.422658856,0.018073043,-0.038744184,0.074890271,5.867510209,5.81152815,5.812383252,0.634843047,0.52768006,0.970968225,-8.444593956,0.028988381,0.000840326,0.018073043,0.095939235,0.16622922,0.911724086,0.823163379,0.205207545
ENSG00000136280,CCM2,chr7,protein_coding,Auto,-0.015156702,-0.046198307,0.015884902,4.515735847,4.295543201,4.310699902,-0.963890642,0.336477058,0.965801797,-8.537259844,0.015837553,0.000250828,0.015156702,0.160042142,0.251324703,0.054276456,-0.003727055,0.112279966,4.821955413,4.796437926,4.791823026,1.867550312,0.066173567,0.817970099,-6.802244758,0.029593628,0.000875783,0.054276456,0.452692759,0.581022912,0.8686554,1.197957511,0.115466779
ENSG00000136295,TTYH3,chr7,protein_coding,Auto,-0.02458119,-0.054719776,0.005557396,7.061920861,6.955344557,6.979925747,-1.610079174,0.109245614,0.900071633,-8.084770127,0.01537683,0.000236447,0.02458119,0.359972315,0.484140712,0.049682387,-0.030978106,0.13034288,6.26431432,6.05904084,5.978530034,1.229296645,0.223235021,0.922861235,-7.906201154,0.041153313,0.001693595,0.049682387,0.227944511,0.336468879,0.81551459,1.445496415,0.07415925
ENSG00000136297,MMD2,chr7,protein_coding,Auto,-0.092663938,-0.206185634,0.020857757,0.767838296,0.816100733,0.908764673,-1.611384149,0.108960845,0.900071633,-6.702397625,0.057919232,0.003354637,0.092663938,0.360456844,0.484656152,0.1223422,-0.111658813,0.356343213,0.95176128,3.696049964,3.906381592,1.043454849,0.300465952,0.945311217,-7.14461731,0.119388272,0.014253559,0.1223422,0.177242331,0.274017425,0.842561859,1.312255967,0.094716892
ENSG00000136305,CIDEB,chr14,protein_coding,Auto,0.040730138,-0.065505935,0.146966211,1.294378457,1.125006444,1.084276303,0.756852202,0.450191577,0.982329245,-7.848267166,0.054202078,0.002937865,0.040730138,0.116977175,0.194684414,0.083150806,-0.083175834,0.249477447,1.163787924,1.242652135,1.213496764,0.997745468,0.321971527,0.945968004,-7.143193361,0.084860531,0.00720131,0.083150806,0.166058602,0.259789938,0.942578195,0.36424039,0.357839254
ENSG00000136319,TTC5,chr14,protein_coding,Auto,0.002101415,-0.024446565,0.028649396,5.345607677,5.653047959,5.650946544,0.156259915,0.876014533,0.990774079,-9.167871784,0.013544888,0.000183464,0.002101415,0.052770027,0.104106686,-0.002952134,-0.076644568,0.070740301,5.580051582,6.021988402,6.042262662,-0.079951797,0.936512519,0.997821074,-8.626996734,0.037598181,0.001413623,0.002952134,0.050711919,0.101062594,0.997015863,-1.815135947,0.96524849
ENSG00000136367,ZFHX2,chr14,protein_coding,Auto,-0.001892621,-0.043911562,0.04012632,4.892392359,4.881194072,4.883086694,-0.08891721,0.929252921,0.995986139,-9.072459795,0.021438235,0.000459598,0.001892621,0.050895921,0.101330289,0.009304448,-0.085783955,0.104392851,4.188005618,4.528233624,4.564992117,0.195289181,0.845754105,0.994129994,-8.384491028,0.048514491,0.002353656,0.009304448,0.054256737,0.106335052,0.996667783,-1.788475079,0.963150304
ENSG00000136371,MTHFS,chr15,protein_coding,Auto,0.059436403,-0.061996583,0.18086939,0.055406168,0.341213349,0.281776946,0.966235628,0.335306047,0.965801797,-7.340150551,0.061955605,0.003838497,0.059436403,0.160593024,0.252031083,-0.127535072,-0.31029723,0.055227086,0.842756769,1.876998579,2.200879097,-1.392702861,0.168287048,0.913246796,-6.60686821,0.093245999,0.008694816,0.127535072,0.279006366,0.396314205,0.903441363,0.893535753,0.185785167
ENSG00000136378,ADAMTS7,chr15,protein_coding,Auto,0.046908103,0.002191703,0.091624504,5.480787134,5.807195449,5.760287345,2.070848079,0.039892211,0.781904992,-7.071592202,0.02281449,0.000520501,0.046908103,0.539505956,0.662021257,0.023046328,-0.091814828,0.137907483,4.885474453,4.331450817,4.377686469,0.40044573,0.69009476,0.986474996,-8.44560357,0.05860263,0.003434268,0.023046328,0.068036628,0.126549824,0.872594334,1.166017016,0.121803783
ENSG00000136379,ABHD17C,chr15,protein_coding,Auto,0.025330487,-0.014701849,0.065362824,4.461806702,4.927476728,4.902146241,1.249107483,0.213351994,0.941135475,-8.208833295,0.020424661,0.000417167,0.025330487,0.237078269,0.346237141,0.038942673,-0.027661809,0.105547154,4.56281304,4.915014063,4.934554796,1.166910141,0.247358778,0.930695353,-7.79538378,0.033981878,0.001154768,0.038942673,0.210008039,0.314742791,0.882208948,1.041548095,0.148810622
ENSG00000136381,IREB2,chr15,protein_coding,Auto,-0.003161497,-0.026341311,0.020018317,7.236613599,7.326703863,7.32986536,-0.269246477,0.788068242,0.989640717,-9.353183702,0.011826436,0.000139865,0.003161497,0.058250581,0.1121776,-0.005582679,-0.044776568,0.033611209,6.885949321,6.925787936,6.955032852,-0.284275516,0.777070808,0.989562689,-8.646066521,0.019996882,0.000399875,0.005582679,0.059044887,0.113408954,0.994028858,-1.090472643,0.862247501
ENSG00000136383,ALPK3,chr15,protein_coding,Auto,0.02759753,-0.04803887,0.103233929,2.093780672,2.142306779,2.114709248,0.72028864,0.472341702,0.983531926,-8.053347752,0.03859,0.001489188,0.02759753,0.110517627,0.18592977,-0.05290364,-0.198428914,0.092621634,1.620507186,2.522118275,2.660925003,-0.725541469,0.470631724,0.966849843,-7.502658002,0.074247589,0.005512704,0.05290364,0.110352039,0.186131737,0.956606948,0.098866389,0.460622178
ENSG00000136404,TM6SF1,chr15,protein_coding,Auto,0.050843081,-0.125571941,0.227258103,2.517158776,0.130642659,0.079799576,0.56893611,0.570154321,0.987780657,-8.297551694,0.090007664,0.00810138,0.050843081,0.087394469,0.15397419,-0.055589488,-0.357570896,0.246391919,3.664744332,1.001448403,1.233718847,-0.367390215,0.714479088,0.988571854,-8.222367842,0.154072147,0.023738226,0.055589488,0.065158388,0.122363358,0.985577608,-0.465717007,0.679290961
ENSG00000136425,CIB2,chr15,protein_coding,Auto,-0.024630815,-0.07596126,0.02669963,4.04878066,3.413353807,3.437984622,-0.947263831,0.344855967,0.965801797,-8.441995586,0.026189003,0.000685864,0.024630815,0.156176596,0.246355768,-0.002822928,-0.095777033,0.090131177,3.856682845,3.456698322,3.396744855,-0.060610291,0.951848946,0.999083566,-8.324968613,0.047425564,0.002249184,0.002822928,0.050409104,0.100610771,0.986618976,-0.609277886,0.728829869
ENSG00000136436,CALCOCO2,chr17,protein_coding,Auto,-0.007722395,-0.039571646,0.024126856,4.455991583,4.251471576,4.25919397,-0.478652117,0.632804405,0.987780657,-8.867488436,0.016249618,0.00026405,0.007722395,0.076328511,0.13831623,0.040071941,-0.049330719,0.129474601,3.735228485,3.372295941,3.260147357,0.894550887,0.374210686,0.955767053,-7.90010941,0.045613602,0.002080601,0.040071941,0.142734905,0.229540823,0.96584779,-0.099003618,0.539432301
ENSG00000136444,RSAD1,chr17,protein_coding,Auto,0.021065061,-0.012752452,0.054882574,5.227352701,4.994778167,4.973713106,1.229669084,0.220529083,0.941135475,-8.404729091,0.017253833,0.000297695,0.021065061,0.23120811,0.339259753,-0.013366275,-0.087968153,0.061235604,4.842198977,4.786708471,4.819339703,-0.357582065,0.72177345,0.988571854,-8.449482922,0.038062183,0.00144873,0.013366275,0.064353442,0.121189227,0.945258277,0.303906472,0.380599573
ENSG00000136448,NMT1,chr17,protein_coding,Auto,-0.008221324,-0.028042439,0.01159979,5.860156718,6.05427167,6.062492994,-0.818805799,0.414049575,0.982329245,-8.92806371,0.010112814,0.000102269,0.008221324,0.128706268,0.210400589,0.007602814,-0.036357587,0.051563215,5.390365399,4.847627685,4.834796994,0.345165871,0.731044577,0.989109972,-8.537938398,0.022428776,0.00050305,0.007602814,0.063366962,0.119748309,0.973416871,-0.168497667,0.566904111
ENSG00000136449,MYCBPAP,chr17,protein_coding,Auto,-0.033648623,-0.12465968,0.057362434,1.064879382,1.695001626,1.728650248,-0.729861311,0.466484748,0.983531926,-7.779048784,0.046434213,0.002156136,0.033648623,0.112175685,0.188183838,-0.042644404,-0.182838446,0.097549637,0.254678748,-0.837848277,-0.700427338,-0.607082353,0.545836057,0.972503767,-7.243461021,0.071527572,0.005116194,0.042644404,0.091936487,0.160633069,0.959651253,0.004422417,0.498235717
